customer_id,date,type,category,amount,description,month
SBI10117,2024-01-15,debit,shopping,4004,SHOPPING PURCHASE,1
SBI10117,2024-01-16,debit,utilities,1187,UTILITIES PURCHASE,1
SBI10117,2024-01-19,debit,medical,377,MEDICAL PURCHASE,1
SBI10117,2024-01-21,debit,fuel,1352,FUEL PURCHASE,1
SBI10117,2024-01-23,debit,entertainment,490,ENTERTAINMENT PURCHASE,1
SBI10117,2024-01-23,debit,utilities,876,UTILITIES PURCHASE,1
SBI10117,2024-01-28,debit,groceries,3680,GROCERIES PURCHASE,1
SBI10117,2024-01-31,credit,salary,39536,SALARY CREDIT,2
SBI10117,2024-02-02,credit,savings_transfer,6800,SELF TRANSFER TO SAVINGS,2
SBI10117,2024-02-06,debit,groceries,1810,GROCERIES PURCHASE,2
SBI10117,2024-02-08,debit,utilities,209,UTILITIES PURCHASE,2
SBI10117,2024-02-09,debit,travel,2894,TRAVEL PURCHASE,2
SBI10117,2024-02-10,debit,medical,1946,MEDICAL PURCHASE,2
SBI10117,2024-02-18,debit,groceries,2811,GROCERIES PURCHASE,2
SBI10117,2024-02-19,debit,entertainment,1347,ENTERTAINMENT PURCHASE,2
SBI10117,2024-02-21,debit,utilities,959,UTILITIES PURCHASE,2
SBI10117,2024-02-25,debit,fuel,2073,FUEL PURCHASE,2
SBI10117,2024-02-27,debit,fuel,1280,FUEL PURCHASE,2
SBI10117,2024-02-28,debit,dining,1260,DINING PURCHASE,2
SBI10117,2024-03-01,credit,salary,39560,SALARY CREDIT,3
SBI10117,2024-03-03,credit,savings_transfer,4724,SELF TRANSFER TO SAVINGS,3
SBI10117,2024-03-05,debit,utilities,1226,UTILITIES PURCHASE,3
SBI10117,2024-03-06,debit,shopping,3113,SHOPPING PURCHASE,3
SBI10117,2024-03-08,debit,entertainment,202,ENTERTAINMENT PURCHASE,3
SBI10117,2024-03-17,debit,dining,1824,DINING PURCHASE,3
SBI10117,2024-03-17,debit,fuel,2367,FUEL PURCHASE,3
SBI10117,2024-03-22,debit,fuel,2564,FUEL PURCHASE,3
SBI10117,2024-03-24,debit,dining,1700,DINING PURCHASE,3
SBI10117,2024-03-26,debit,fuel,1416,FUEL PURCHASE,3
SBI10117,2024-03-31,credit,salary,39412,SALARY CREDIT,4
SBI10117,2024-04-02,credit,savings_transfer,5490,SELF TRANSFER TO SAVINGS,4
SBI10117,2024-04-02,debit,utilities,489,UTILITIES PURCHASE,4
SBI10117,2024-04-03,debit,fuel,1099,FUEL PURCHASE,4
SBI10117,2024-04-04,debit,fuel,2249,FUEL PURCHASE,4
SBI10117,2024-04-05,debit,shopping,2084,SHOPPING PURCHASE,4
SBI10117,2024-04-07,debit,fuel,712,FUEL PURCHASE,4
SBI10117,2024-04-22,debit,shopping,2877,SHOPPING PURCHASE,4
SBI10117,2024-04-24,debit,medical,2897,MEDICAL PURCHASE,4
SBI10117,2024-04-28,debit,fuel,2331,FUEL PURCHASE,4
SBI10117,2024-04-30,credit,salary,39571,SALARY CREDIT,5
SBI10117,2024-05-01,debit,shopping,643,SHOPPING PURCHASE,5
SBI10117,2024-05-02,credit,savings_transfer,2661,SELF TRANSFER TO SAVINGS,5
SBI10117,2024-05-05,debit,medical,861,MEDICAL PURCHASE,5
SBI10117,2024-05-05,debit,shopping,6025,SHOPPING PURCHASE,5
SBI10117,2024-05-07,debit,travel,2655,TRAVEL PURCHASE,5
SBI10117,2024-05-07,debit,medical,2079,MEDICAL PURCHASE,5
SBI10117,2024-05-12,debit,entertainment,1780,ENTERTAINMENT PURCHASE,5
SBI10117,2024-05-13,debit,utilities,947,UTILITIES PURCHASE,5
SBI10117,2024-05-13,debit,entertainment,1776,ENTERTAINMENT PURCHASE,5
SBI10117,2024-05-14,debit,fuel,1712,FUEL PURCHASE,5
SBI10117,2024-05-17,debit,entertainment,1950,ENTERTAINMENT PURCHASE,5
SBI10117,2024-05-20,debit,groceries,2996,GROCERIES PURCHASE,5
SBI10117,2024-05-22,debit,entertainment,1659,ENTERTAINMENT PURCHASE,5
SBI10117,2024-05-23,debit,travel,1793,TRAVEL PURCHASE,5
SBI10117,2024-05-25,debit,utilities,729,UTILITIES PURCHASE,5
SBI10117,2024-05-27,debit,dining,380,DINING PURCHASE,5
SBI10117,2024-05-30,credit,salary,38863,SALARY CREDIT,6
SBI10117,2024-05-31,debit,fuel,1982,FUEL PURCHASE,6
SBI10117,2024-06-01,credit,savings_transfer,7729,SELF TRANSFER TO SAVINGS,6
SBI10117,2024-06-01,debit,utilities,341,UTILITIES PURCHASE,6
SBI10117,2024-06-02,debit,utilities,873,UTILITIES PURCHASE,6
SBI10117,2024-06-10,debit,utilities,1209,UTILITIES PURCHASE,6
SBI10117,2024-06-13,debit,travel,710,TRAVEL PURCHASE,6
SBI10117,2024-06-15,debit,shopping,6003,SHOPPING PURCHASE,6
SBI10117,2024-06-22,debit,entertainment,1897,ENTERTAINMENT PURCHASE,6
SBI10117,2024-06-23,debit,groceries,3375,GROCERIES PURCHASE,6
SBI10118,2024-01-01,credit,salary,43811,SALARY CREDIT,1
SBI10118,2024-01-03,credit,savings_transfer,3154,SELF TRANSFER TO SAVINGS,1
SBI10118,2024-01-06,debit,emi,19039,EMI PAYMENT,1
SBI10118,2024-01-06,debit,groceries,2143,GROCERIES PURCHASE,1
SBI10118,2024-01-09,debit,travel,2910,TRAVEL PURCHASE,1
SBI10118,2024-01-12,debit,fuel,2948,FUEL PURCHASE,1
SBI10118,2024-01-13,debit,travel,4330,TRAVEL PURCHASE,1
SBI10118,2024-01-18,debit,shopping,4599,SHOPPING PURCHASE,1
SBI10118,2024-01-19,debit,medical,2542,MEDICAL PURCHASE,1
SBI10118,2024-01-23,debit,travel,2443,TRAVEL PURCHASE,1
SBI10118,2024-01-29,debit,fuel,2778,FUEL PURCHASE,1
SBI10118,2024-01-31,credit,salary,43795,SALARY CREDIT,2
SBI10118,2024-02-02,credit,savings_transfer,2749,SELF TRANSFER TO SAVINGS,2
SBI10118,2024-02-05,debit,emi,19130,EMI PAYMENT,2
SBI10118,2024-02-07,debit,groceries,875,GROCERIES PURCHASE,2
SBI10118,2024-02-13,debit,shopping,2486,SHOPPING PURCHASE,2
SBI10118,2024-02-14,debit,entertainment,947,ENTERTAINMENT PURCHASE,2
SBI10118,2024-02-19,debit,shopping,3800,SHOPPING PURCHASE,2
SBI10118,2024-02-19,debit,fuel,873,FUEL PURCHASE,2
SBI10118,2024-02-21,debit,entertainment,993,ENTERTAINMENT PURCHASE,2
SBI10118,2024-02-22,debit,shopping,7313,SHOPPING PURCHASE,2
SBI10118,2024-02-23,debit,fuel,1068,FUEL PURCHASE,2
SBI10118,2024-02-26,debit,travel,1576,TRAVEL PURCHASE,2
SBI10118,2024-03-01,credit,salary,43029,SALARY CREDIT,3
SBI10118,2024-03-02,debit,dining,1318,DINING PURCHASE,3
SBI10118,2024-03-03,credit,savings_transfer,7235,SELF TRANSFER TO SAVINGS,3
SBI10118,2024-03-06,debit,emi,19107,EMI PAYMENT,3
SBI10118,2024-03-10,debit,medical,1053,MEDICAL PURCHASE,3
SBI10118,2024-03-11,debit,dining,205,DINING PURCHASE,3
SBI10118,2024-03-11,debit,utilities,972,UTILITIES PURCHASE,3
SBI10118,2024-03-12,debit,groceries,852,GROCERIES PURCHASE,3
SBI10118,2024-03-17,debit,dining,1996,DINING PURCHASE,3
SBI10118,2024-03-19,debit,entertainment,882,ENTERTAINMENT PURCHASE,3
SBI10118,2024-03-19,debit,groceries,3636,GROCERIES PURCHASE,3
SBI10118,2024-03-23,debit,entertainment,301,ENTERTAINMENT PURCHASE,3
SBI10118,2024-03-25,debit,dining,1220,DINING PURCHASE,3
SBI10118,2024-03-27,debit,groceries,640,GROCERIES PURCHASE,3
SBI10118,2024-03-29,debit,shopping,7782,SHOPPING PURCHASE,3
SBI10118,2024-03-31,credit,salary,42997,SALARY CREDIT,4
SBI10118,2024-04-02,credit,savings_transfer,4775,SELF TRANSFER TO SAVINGS,4
SBI10118,2024-04-03,debit,groceries,738,GROCERIES PURCHASE,4
SBI10118,2024-04-03,debit,travel,4830,TRAVEL PURCHASE,4
SBI10118,2024-04-05,debit,emi,19368,EMI PAYMENT,4
SBI10118,2024-04-06,debit,groceries,2657,GROCERIES PURCHASE,4
SBI10118,2024-04-08,debit,travel,2923,TRAVEL PURCHASE,4
SBI10118,2024-04-13,debit,travel,1944,TRAVEL PURCHASE,4
SBI10118,2024-04-17,debit,groceries,3861,GROCERIES PURCHASE,4
SBI10118,2024-04-17,debit,fuel,966,FUEL PURCHASE,4
SBI10118,2024-04-21,debit,groceries,3351,GROCERIES PURCHASE,4
SBI10118,2024-04-24,debit,groceries,654,GROCERIES PURCHASE,4
SBI10118,2024-04-26,debit,groceries,1768,GROCERIES PURCHASE,4
SBI10118,2024-04-28,debit,entertainment,1542,ENTERTAINMENT PURCHASE,4
SBI10118,2024-04-30,credit,salary,43539,SALARY CREDIT,5
SBI10118,2024-05-02,credit,savings_transfer,8561,SELF TRANSFER TO SAVINGS,5
SBI10118,2024-05-02,debit,travel,2450,TRAVEL PURCHASE,5
SBI10118,2024-05-03,debit,shopping,3245,SHOPPING PURCHASE,5
SBI10118,2024-05-05,debit,emi,19153,EMI PAYMENT,5
SBI10118,2024-05-05,debit,utilities,480,UTILITIES PURCHASE,5
SBI10118,2024-05-06,debit,entertainment,1293,ENTERTAINMENT PURCHASE,5
SBI10118,2024-05-14,debit,entertainment,381,ENTERTAINMENT PURCHASE,5
SBI10118,2024-05-17,debit,groceries,3731,GROCERIES PURCHASE,5
SBI10118,2024-05-17,debit,entertainment,336,ENTERTAINMENT PURCHASE,5
SBI10118,2024-05-20,debit,dining,1598,DINING PURCHASE,5
SBI10118,2024-05-20,debit,groceries,3529,GROCERIES PURCHASE,5
SBI10118,2024-05-21,debit,travel,3933,TRAVEL PURCHASE,5
SBI10118,2024-05-25,debit,travel,3720,TRAVEL PURCHASE,5
SBI10118,2024-05-25,debit,shopping,4259,SHOPPING PURCHASE,5
SBI10118,2024-05-28,debit,medical,2543,MEDICAL PURCHASE,5
SBI10118,2024-05-30,credit,salary,43795,SALARY CREDIT,6
SBI10118,2024-06-01,credit,savings_transfer,6707,SELF TRANSFER TO SAVINGS,6
SBI10118,2024-06-02,debit,travel,1023,TRAVEL PURCHASE,6
SBI10118,2024-06-04,debit,emi,19166,EMI PAYMENT,6
SBI10118,2024-06-04,debit,shopping,1275,SHOPPING PURCHASE,6
SBI10118,2024-06-11,debit,groceries,3288,GROCERIES PURCHASE,6
SBI10118,2024-06-12,debit,utilities,1194,UTILITIES PURCHASE,6
SBI10118,2024-06-15,debit,entertainment,615,ENTERTAINMENT PURCHASE,6
SBI10118,2024-06-15,debit,travel,3643,TRAVEL PURCHASE,6
SBI10118,2024-06-15,debit,entertainment,1613,ENTERTAINMENT PURCHASE,6
SBI10118,2024-06-16,debit,utilities,1214,UTILITIES PURCHASE,6
SBI10118,2024-06-19,debit,fuel,2563,FUEL PURCHASE,6
SBI10118,2024-06-20,debit,medical,317,MEDICAL PURCHASE,6
SBI10118,2024-06-21,debit,travel,2303,TRAVEL PURCHASE,6
SBI10118,2024-06-21,debit,dining,1064,DINING PURCHASE,6
SBI10118,2024-06-23,debit,utilities,831,UTILITIES PURCHASE,6
SBI10118,2024-06-27,debit,groceries,1923,GROCERIES PURCHASE,6
SBI10118,2024-06-27,debit,groceries,3010,GROCERIES PURCHASE,6
SBI10119,2024-01-01,credit,salary,24551,SALARY CREDIT,1
SBI10119,2024-01-02,debit,medical,559,MEDICAL PURCHASE,1
SBI10119,2024-01-03,credit,savings_transfer,2694,SELF TRANSFER TO SAVINGS,1
SBI10119,2024-01-15,debit,travel,2234,TRAVEL PURCHASE,1
SBI10119,2024-01-15,debit,dining,1085,DINING PURCHASE,1
SBI10119,2024-01-16,debit,dining,1022,DINING PURCHASE,1
SBI10119,2024-01-16,debit,entertainment,1254,ENTERTAINMENT PURCHASE,1
SBI10119,2024-01-16,debit,travel,3552,TRAVEL PURCHASE,1
SBI10119,2024-01-19,debit,entertainment,1277,ENTERTAINMENT PURCHASE,1
SBI10119,2024-01-20,debit,dining,525,DINING PURCHASE,1
SBI10119,2024-01-20,debit,groceries,3364,GROCERIES PURCHASE,1
SBI10119,2024-01-26,debit,entertainment,1802,ENTERTAINMENT PURCHASE,1
SBI10119,2024-01-31,credit,salary,24148,SALARY CREDIT,2
SBI10119,2024-02-02,credit,savings_transfer,4726,SELF TRANSFER TO SAVINGS,2
SBI10119,2024-02-05,debit,utilities,862,UTILITIES PURCHASE,2
SBI10119,2024-02-06,debit,dining,1327,DINING PURCHASE,2
SBI10119,2024-02-11,debit,entertainment,1435,ENTERTAINMENT PURCHASE,2
SBI10119,2024-02-11,debit,groceries,620,GROCERIES PURCHASE,2
SBI10119,2024-02-13,debit,fuel,1713,FUEL PURCHASE,2
SBI10119,2024-02-15,debit,groceries,1693,GROCERIES PURCHASE,2
SBI10119,2024-02-15,debit,fuel,1123,FUEL PURCHASE,2
SBI10119,2024-02-18,debit,groceries,3934,GROCERIES PURCHASE,2
SBI10119,2024-02-18,debit,travel,3325,TRAVEL PURCHASE,2
SBI10119,2024-02-20,debit,medical,2152,MEDICAL PURCHASE,2
SBI10119,2024-02-23,debit,utilities,795,UTILITIES PURCHASE,2
SBI10119,2024-02-25,debit,utilities,1102,UTILITIES PURCHASE,2
SBI10119,2024-02-26,debit,travel,2904,TRAVEL PURCHASE,2
SBI10119,2024-03-01,credit,salary,24172,SALARY CREDIT,3
SBI10119,2024-03-03,credit,savings_transfer,4514,SELF TRANSFER TO SAVINGS,3
SBI10119,2024-03-03,debit,groceries,3168,GROCERIES PURCHASE,3
SBI10119,2024-03-04,debit,fuel,967,FUEL PURCHASE,3
SBI10119,2024-03-10,debit,dining,752,DINING PURCHASE,3
SBI10119,2024-03-13,debit,fuel,2396,FUEL PURCHASE,3
SBI10119,2024-03-17,debit,medical,2458,MEDICAL PURCHASE,3
SBI10119,2024-03-18,debit,shopping,4010,SHOPPING PURCHASE,3
SBI10119,2024-03-18,debit,dining,1115,DINING PURCHASE,3
SBI10119,2024-03-20,debit,travel,873,TRAVEL PURCHASE,3
SBI10119,2024-03-20,debit,dining,1967,DINING PURCHASE,3
SBI10119,2024-03-22,debit,groceries,1454,GROCERIES PURCHASE,3
SBI10119,2024-03-24,debit,groceries,2971,GROCERIES PURCHASE,3
SBI10119,2024-03-26,debit,medical,378,MEDICAL PURCHASE,3
SBI10119,2024-03-27,debit,medical,580,MEDICAL PURCHASE,3
SBI10119,2024-03-29,debit,medical,1823,MEDICAL PURCHASE,3
SBI10119,2024-03-31,credit,salary,24718,SALARY CREDIT,4
SBI10119,2024-04-01,debit,travel,1311,TRAVEL PURCHASE,4
SBI10119,2024-04-02,credit,savings_transfer,1289,SELF TRANSFER TO SAVINGS,4
SBI10119,2024-04-05,debit,medical,942,MEDICAL PURCHASE,4
SBI10119,2024-04-08,debit,dining,1942,DINING PURCHASE,4
SBI10119,2024-04-13,debit,groceries,3209,GROCERIES PURCHASE,4
SBI10119,2024-04-16,debit,groceries,1627,GROCERIES PURCHASE,4
SBI10119,2024-04-19,debit,dining,1744,DINING PURCHASE,4
SBI10119,2024-04-21,debit,medical,254,MEDICAL PURCHASE,4
SBI10119,2024-04-21,debit,utilities,1238,UTILITIES PURCHASE,4
SBI10119,2024-04-24,debit,utilities,507,UTILITIES PURCHASE,4
SBI10119,2024-04-27,debit,entertainment,1481,ENTERTAINMENT PURCHASE,4
SBI10119,2024-04-30,credit,salary,24254,SALARY CREDIT,5
SBI10119,2024-05-01,debit,groceries,3704,GROCERIES PURCHASE,5
SBI10119,2024-05-02,credit,savings_transfer,2731,SELF TRANSFER TO SAVINGS,5
SBI10119,2024-05-05,debit,emi,22355,LOAN EMI PAYMENT,5
SBI10119,2024-05-05,debit,groceries,3827,GROCERIES PURCHASE,5
SBI10119,2024-05-05,debit,entertainment,731,ENTERTAINMENT PURCHASE,5
SBI10119,2024-05-12,debit,fuel,1479,FUEL PURCHASE,5
SBI10119,2024-05-13,debit,groceries,1188,GROCERIES PURCHASE,5
SBI10119,2024-05-21,debit,fuel,1301,FUEL PURCHASE,5
SBI10119,2024-05-21,debit,entertainment,1655,ENTERTAINMENT PURCHASE,5
SBI10119,2024-05-26,debit,shopping,1915,SHOPPING PURCHASE,5
SBI10119,2024-05-26,debit,fuel,1680,FUEL PURCHASE,5
SBI10119,2024-05-30,credit,salary,24086,SALARY CREDIT,6
SBI10119,2024-06-01,credit,savings_transfer,3796,SELF TRANSFER TO SAVINGS,6
SBI10119,2024-06-04,debit,emi,22474,LOAN EMI PAYMENT,6
SBI10119,2024-06-08,debit,fuel,703,FUEL PURCHASE,6
SBI10119,2024-06-08,debit,utilities,979,UTILITIES PURCHASE,6
SBI10119,2024-06-10,debit,shopping,6435,SHOPPING PURCHASE,6
SBI10119,2024-06-11,debit,travel,2789,TRAVEL PURCHASE,6
SBI10119,2024-06-11,debit,shopping,2292,SHOPPING PURCHASE,6
SBI10119,2024-06-11,debit,entertainment,1989,ENTERTAINMENT PURCHASE,6
SBI10119,2024-06-12,debit,shopping,5934,SHOPPING PURCHASE,6
SBI10119,2024-06-13,debit,medical,2978,MEDICAL PURCHASE,6
SBI10119,2024-06-17,debit,entertainment,1209,ENTERTAINMENT PURCHASE,6
SBI10119,2024-06-17,debit,entertainment,1298,ENTERTAINMENT PURCHASE,6
SBI10119,2024-06-20,debit,entertainment,527,ENTERTAINMENT PURCHASE,6
SBI10119,2024-06-21,debit,travel,2492,TRAVEL PURCHASE,6
SBI10119,2024-06-21,debit,travel,3193,TRAVEL PURCHASE,6
SBI10119,2024-06-25,debit,utilities,767,UTILITIES PURCHASE,6
SBI10119,2024-06-25,debit,travel,2730,TRAVEL PURCHASE,6
SBI10120,2024-01-01,credit,salary,173351,SALARY CREDIT,1
SBI10120,2024-01-02,debit,fuel,2580,FUEL PURCHASE,1
SBI10120,2024-01-03,credit,savings_transfer,19455,SELF TRANSFER TO SAVINGS,1
SBI10120,2024-01-06,debit,travel,540,TRAVEL PURCHASE,1
SBI10120,2024-01-09,debit,shopping,1803,SHOPPING PURCHASE,1
SBI10120,2024-01-09,debit,shopping,7637,SHOPPING PURCHASE,1
SBI10120,2024-01-12,debit,shopping,7051,SHOPPING PURCHASE,1
SBI10120,2024-01-13,debit,groceries,597,GROCERIES PURCHASE,1
SBI10120,2024-01-13,debit,groceries,3452,GROCERIES PURCHASE,1
SBI10120,2024-01-15,debit,travel,3508,TRAVEL PURCHASE,1
SBI10120,2024-01-17,debit,fuel,1994,FUEL PURCHASE,1
SBI10120,2024-01-18,debit,shopping,3065,SHOPPING PURCHASE,1
SBI10120,2024-01-21,debit,entertainment,1614,ENTERTAINMENT PURCHASE,1
SBI10120,2024-01-21,debit,groceries,1216,GROCERIES PURCHASE,1
SBI10120,2024-01-23,debit,travel,2362,TRAVEL PURCHASE,1
SBI10120,2024-01-26,debit,entertainment,1846,ENTERTAINMENT PURCHASE,1
SBI10120,2024-01-29,debit,medical,2393,MEDICAL PURCHASE,1
SBI10120,2024-01-31,credit,salary,173020,SALARY CREDIT,2
SBI10120,2024-02-02,credit,savings_transfer,15632,SELF TRANSFER TO SAVINGS,2
SBI10120,2024-02-02,debit,groceries,2375,GROCERIES PURCHASE,2
SBI10120,2024-02-03,debit,groceries,2227,GROCERIES PURCHASE,2
SBI10120,2024-02-04,debit,medical,1651,MEDICAL PURCHASE,2
SBI10120,2024-02-05,debit,fuel,2917,FUEL PURCHASE,2
SBI10120,2024-02-08,debit,groceries,2802,GROCERIES PURCHASE,2
SBI10120,2024-02-09,debit,travel,1710,TRAVEL PURCHASE,2
SBI10120,2024-02-09,debit,medical,2800,MEDICAL PURCHASE,2
SBI10120,2024-02-10,debit,groceries,1906,GROCERIES PURCHASE,2
SBI10120,2024-02-11,debit,dining,1345,DINING PURCHASE,2
SBI10120,2024-02-15,debit,fuel,1430,FUEL PURCHASE,2
SBI10120,2024-02-19,debit,travel,674,TRAVEL PURCHASE,2
SBI10120,2024-02-22,debit,medical,2775,MEDICAL PURCHASE,2
SBI10120,2024-02-22,debit,groceries,1043,GROCERIES PURCHASE,2
SBI10120,2024-02-22,debit,groceries,1257,GROCERIES PURCHASE,2
SBI10120,2024-02-24,debit,dining,1884,DINING PURCHASE,2
SBI10120,2024-03-01,credit,salary,173458,SALARY CREDIT,3
SBI10120,2024-03-03,credit,savings_transfer,23239,SELF TRANSFER TO SAVINGS,3
SBI10120,2024-03-04,debit,travel,1123,TRAVEL PURCHASE,3
SBI10120,2024-03-06,debit,utilities,1150,UTILITIES PURCHASE,3
SBI10120,2024-03-06,debit,utilities,689,UTILITIES PURCHASE,3
SBI10120,2024-03-12,debit,travel,2159,TRAVEL PURCHASE,3
SBI10120,2024-03-13,debit,entertainment,578,ENTERTAINMENT PURCHASE,3
SBI10120,2024-03-19,debit,dining,1089,DINING PURCHASE,3
SBI10120,2024-03-20,debit,medical,319,MEDICAL PURCHASE,3
SBI10120,2024-03-21,debit,fuel,1854,FUEL PURCHASE,3
SBI10120,2024-03-26,debit,shopping,6101,SHOPPING PURCHASE,3
SBI10120,2024-03-28,debit,travel,2133,TRAVEL PURCHASE,3
SBI10120,2024-03-28,debit,fuel,1582,FUEL PURCHASE,3
SBI10120,2024-03-29,debit,shopping,1866,SHOPPING PURCHASE,3
SBI10120,2024-03-31,credit,salary,173336,SALARY CREDIT,4
SBI10120,2024-04-02,credit,savings_transfer,26179,SELF TRANSFER TO SAVINGS,4
SBI10120,2024-04-02,debit,entertainment,1834,ENTERTAINMENT PURCHASE,4
SBI10120,2024-04-04,debit,medical,521,MEDICAL PURCHASE,4
SBI10120,2024-04-05,debit,emi,29349,LOAN EMI PAYMENT,4
SBI10120,2024-04-05,debit,entertainment,1170,ENTERTAINMENT PURCHASE,4
SBI10120,2024-04-09,debit,utilities,1494,UTILITIES PURCHASE,4
SBI10120,2024-04-10,debit,medical,1601,MEDICAL PURCHASE,4
SBI10120,2024-04-16,debit,medical,1115,MEDICAL PURCHASE,4
SBI10120,2024-04-18,debit,travel,3167,TRAVEL PURCHASE,4
SBI10120,2024-04-19,debit,utilities,675,UTILITIES PURCHASE,4
SBI10120,2024-04-22,debit,fuel,1746,FUEL PURCHASE,4
SBI10120,2024-04-23,debit,utilities,304,UTILITIES PURCHASE,4
SBI10120,2024-04-23,debit,fuel,628,FUEL PURCHASE,4
SBI10120,2024-04-25,debit,medical,1100,MEDICAL PURCHASE,4
SBI10120,2024-04-27,debit,medical,1664,MEDICAL PURCHASE,4
SBI10120,2024-04-30,credit,salary,172666,SALARY CREDIT,5
SBI10120,2024-05-01,debit,entertainment,1252,ENTERTAINMENT PURCHASE,5
SBI10120,2024-05-01,debit,travel,2224,TRAVEL PURCHASE,5
SBI10120,2024-05-02,credit,savings_transfer,22758,SELF TRANSFER TO SAVINGS,5
SBI10120,2024-05-03,debit,travel,3834,TRAVEL PURCHASE,5
SBI10120,2024-05-04,debit,shopping,1923,SHOPPING PURCHASE,5
SBI10120,2024-05-05,debit,emi,29272,LOAN EMI PAYMENT,5
SBI10120,2024-05-07,debit,fuel,1513,FUEL PURCHASE,5
SBI10120,2024-05-09,debit,fuel,2078,FUEL PURCHASE,5
SBI10120,2024-05-12,debit,fuel,2233,FUEL PURCHASE,5
SBI10120,2024-05-13,debit,fuel,1154,FUEL PURCHASE,5
SBI10120,2024-05-14,debit,groceries,2838,GROCERIES PURCHASE,5
SBI10120,2024-05-17,debit,shopping,1470,SHOPPING PURCHASE,5
SBI10120,2024-05-19,debit,groceries,3045,GROCERIES PURCHASE,5
SBI10120,2024-05-22,debit,utilities,850,UTILITIES PURCHASE,5
SBI10120,2024-05-25,debit,dining,1071,DINING PURCHASE,5
SBI10120,2024-05-27,debit,utilities,487,UTILITIES PURCHASE,5
SBI10120,2024-05-30,credit,salary,173421,SALARY CREDIT,6
SBI10120,2024-06-01,credit,savings_transfer,24695,SELF TRANSFER TO SAVINGS,6
SBI10120,2024-06-04,debit,emi,29506,LOAN EMI PAYMENT,6
SBI10120,2024-06-05,debit,utilities,640,UTILITIES PURCHASE,6
SBI10120,2024-06-09,debit,groceries,1874,GROCERIES PURCHASE,6
SBI10120,2024-06-09,debit,groceries,2556,GROCERIES PURCHASE,6
SBI10120,2024-06-14,debit,entertainment,666,ENTERTAINMENT PURCHASE,6
SBI10120,2024-06-22,debit,groceries,1851,GROCERIES PURCHASE,6
SBI10120,2024-06-23,debit,entertainment,1211,ENTERTAINMENT PURCHASE,6
SBI10120,2024-06-25,debit,shopping,2377,SHOPPING PURCHASE,6
SBI10120,2024-06-26,debit,dining,456,DINING PURCHASE,6
SBI10120,2024-06-27,debit,medical,570,MEDICAL PURCHASE,6
SBI10121,2024-01-01,credit,salary,24100,SALARY CREDIT,1
SBI10121,2024-01-03,credit,savings_transfer,2243,SELF TRANSFER TO SAVINGS,1
SBI10121,2024-01-03,debit,medical,2983,MEDICAL PURCHASE,1
SBI10121,2024-01-05,debit,travel,2317,TRAVEL PURCHASE,1
SBI10121,2024-01-06,debit,emi,7170,EMI PAYMENT,1
SBI10121,2024-01-06,debit,shopping,4361,SHOPPING PURCHASE,1
SBI10121,2024-01-13,debit,dining,1444,DINING PURCHASE,1
SBI10121,2024-01-14,debit,travel,2739,TRAVEL PURCHASE,1
SBI10121,2024-01-14,debit,fuel,2411,FUEL PURCHASE,1
SBI10121,2024-01-19,debit,dining,559,DINING PURCHASE,1
SBI10121,2024-01-26,debit,medical,1719,MEDICAL PURCHASE,1
SBI10121,2024-01-31,credit,salary,23616,SALARY CREDIT,2
SBI10121,2024-02-02,credit,savings_transfer,3372,SELF TRANSFER TO SAVINGS,2
SBI10121,2024-02-03,debit,travel,4570,TRAVEL PURCHASE,2
SBI10121,2024-02-05,debit,emi,7125,EMI PAYMENT,2
SBI10121,2024-02-05,debit,emi,21995,LOAN EMI PAYMENT,2
SBI10121,2024-02-05,debit,entertainment,1599,ENTERTAINMENT PURCHASE,2
SBI10121,2024-02-11,debit,utilities,232,UTILITIES PURCHASE,2
SBI10121,2024-02-13,debit,dining,1802,DINING PURCHASE,2
SBI10121,2024-02-14,debit,travel,3351,TRAVEL PURCHASE,2
SBI10121,2024-02-16,debit,fuel,986,FUEL PURCHASE,2
SBI10121,2024-02-19,debit,shopping,698,SHOPPING PURCHASE,2
SBI10121,2024-02-21,debit,shopping,2619,SHOPPING PURCHASE,2
SBI10121,2024-02-21,debit,travel,2750,TRAVEL PURCHASE,2
SBI10121,2024-02-22,debit,groceries,3175,GROCERIES PURCHASE,2
SBI10121,2024-02-22,debit,dining,1398,DINING PURCHASE,2
SBI10121,2024-02-22,debit,utilities,1157,UTILITIES PURCHASE,2
SBI10121,2024-02-26,debit,travel,992,TRAVEL PURCHASE,2
SBI10121,2024-03-01,credit,salary,24409,SALARY CREDIT,3
SBI10121,2024-03-03,credit,savings_transfer,2415,SELF TRANSFER TO SAVINGS,3
SBI10121,2024-03-05,debit,dining,1415,DINING PURCHASE,3
SBI10121,2024-03-06,debit,emi,7125,EMI PAYMENT,3
SBI10121,2024-03-06,debit,emi,22345,LOAN EMI PAYMENT,3
SBI10121,2024-03-06,debit,entertainment,1603,ENTERTAINMENT PURCHASE,3
SBI10121,2024-03-06,debit,medical,2513,MEDICAL PURCHASE,3
SBI10121,2024-03-08,debit,fuel,2386,FUEL PURCHASE,3
SBI10121,2024-03-09,debit,fuel,1137,FUEL PURCHASE,3
SBI10121,2024-03-14,debit,travel,4946,TRAVEL PURCHASE,3
SBI10121,2024-03-18,debit,dining,428,DINING PURCHASE,3
SBI10121,2024-03-25,debit,utilities,309,UTILITIES PURCHASE,3
